x,y,z
2.477008823402319759e+00,0.000000000000000000e+00,3.158356714538015364e+00
2.477008823402319759e+00,1.199999999999999956e-01,3.158356714538015364e+00
2.771906036087539160e+00,0.000000000000000000e+00,1.724319126300814187e+00
2.771906036087539160e+00,1.199999999999999956e-01,1.724319126300814187e+00
4.029321849406325207e+00,0.000000000000000000e+00,1.560530314627063042e+00
4.029321849406325207e+00,1.199999999999999956e-01,1.560530314627063042e+00
4.093857938131225671e-01,0.000000000000000000e+00,3.157280288239612709e+00
4.093857938131225671e-01,1.199999999999999956e-01,3.157280288239612709e+00
1.730881660817806367e+00,0.000000000000000000e+00,7.600452021008017311e-01
1.730881660817806367e+00,1.199999999999999956e-01,7.600452021008017311e-01
9.778003655285069096e-01,0.000000000000000000e+00,1.776060387020689690e+00
9.778003655285069096e-01,1.199999999999999956e-01,1.776060387020689690e+00
2.487204917018876749e-01,0.000000000000000000e+00,1.332310877362190116e+00
2.487204917018876749e-01,1.199999999999999956e-01,1.332310877362190116e+00
2.552700359490148507e+00,0.000000000000000000e+00,3.576716195743381288e+00
2.552700359490148507e+00,1.199999999999999956e-01,3.576716195743381288e+00
1.830834803157223689e+00,0.000000000000000000e+00,7.624825985564599451e-01
1.830834803157223689e+00,1.199999999999999956e-01,7.624825985564599451e-01
1.794745412191898648e+00,0.000000000000000000e+00,2.068959586873322820e+00
1.794745412191898648e+00,1.199999999999999956e-01,2.068959586873322820e+00
3.762123672661930041e+00,0.000000000000000000e+00,3.344775702483567259e-01
3.762123672661930041e+00,1.199999999999999956e-01,3.344775702483567259e-01
1.886247870041125374e+00,0.000000000000000000e+00,3.353796615657453462e+00
1.886247870041125374e+00,1.199999999999999956e-01,3.353796615657453462e+00
8.505616740197859960e-01,0.000000000000000000e+00,1.945427213298616564e+00
8.505616740197859960e-01,1.199999999999999956e-01,1.945427213298616564e+00
3.427852409570499415e+00,0.000000000000000000e+00,3.434743617017330664e+00
3.427852409570499415e+00,1.199999999999999956e-01,3.434743617017330664e+00
3.243375736247341434e-01,0.000000000000000000e+00,1.705038516060920939e+00
3.243375736247341434e-01,1.199999999999999956e-01,1.705038516060920939e+00
3.610219556733708313e+00,0.000000000000000000e+00,6.133100185236897151e-01
3.610219556733708313e+00,1.199999999999999956e-01,6.133100185236897151e-01
1.792035389725811223e+00,0.000000000000000000e+00,2.797897366070746461e+00
1.792035389725811223e+00,1.199999999999999956e-01,2.797897366070746461e+00
9.034545447535454743e-01,0.000000000000000000e+00,1.647470793579478343e+00
9.034545447535454743e-01,1.199999999999999956e-01,1.647470793579478343e+00
5.712280649511709552e-01,0.000000000000000000e+00,7.713980305752555777e-01
5.712280649511709552e-01,1.199999999999999956e-01,7.713980305752555777e-01
2.045130139935472435e+00,0.000000000000000000e+00,1.174283682584096766e+00
2.045130139935472435e+00,1.199999999999999956e-01,1.174283682584096766e+00
1.562751577415728566e+00,0.000000000000000000e+00,1.455024958719510320e+00
1.562751577415728566e+00,1.199999999999999956e-01,1.455024958719510320e+00
3.568799427497455490e+00,0.000000000000000000e+00,3.196987934438771717e+00
3.568799427497455490e+00,1.199999999999999956e-01,3.196987934438771717e+00
3.838135069118179477e+00,0.000000000000000000e+00,5.746805694923691199e-01
3.838135069118179477e+00,1.199999999999999956e-01,5.746805694923691199e-01
2.080006248525438028e+00,0.000000000000000000e+00,7.780906386809068875e-01
2.080006248525438028e+00,1.199999999999999956e-01,7.780906386809068875e-01
4.580353255785924449e-01,0.000000000000000000e+00,9.961760079861459172e-01
4.580353255785924449e-01,1.199999999999999956e-01,9.961760079861459172e-01
3.920406025527752192e+00,0.000000000000000000e+00,3.434289008241399710e+00
3.920406025527752192e+00,1.199999999999999956e-01,3.434289008241399710e+00
3.485657214338694576e+00,0.000000000000000000e+00,2.073642891861757764e-01
3.485657214338694576e+00,1.199999999999999956e-01,2.073642891861757764e-01
1.632513115179977214e+00,0.000000000000000000e+00,2.717169988117461354e+00
1.632513115179977214e+00,1.199999999999999956e-01,2.717169988117461354e+00
7.022388115609858872e-01,0.000000000000000000e+00,2.567544958493599427e+00
7.022388115609858872e-01,1.199999999999999956e-01,2.567544958493599427e+00
1.239028515349459569e-01,0.000000000000000000e+00,1.973336282210507608e+00
1.239028515349459569e-01,1.199999999999999956e-01,1.973336282210507608e+00
1.368525818981568332e+00,0.000000000000000000e+00,1.401189683849783707e+00
1.368525818981568332e+00,1.199999999999999956e-01,1.401189683849783707e+00
3.913238558726210847e+00,0.000000000000000000e+00,4.698356531066512076e-01
3.913238558726210847e+00,1.199999999999999956e-01,4.698356531066512076e-01
2.531789067011176009e+00,0.000000000000000000e+00,2.041548686556074799e+00
2.531789067011176009e+00,1.199999999999999956e-01,2.041548686556074799e+00
3.819926852794305550e+00,0.000000000000000000e+00,3.546047156482566187e+00
3.819926852794305550e+00,1.199999999999999956e-01,3.546047156482566187e+00
3.875516959728476873e+00,0.000000000000000000e+00,2.773284287996562902e+00
3.875516959728476873e+00,1.199999999999999956e-01,2.773284287996562902e+00
4.017952131808856464e+00,0.000000000000000000e+00,8.792562186707458816e-01
4.017952131808856464e+00,1.199999999999999956e-01,8.792562186707458816e-01
3.036414429496335110e+00,0.000000000000000000e+00,9.924356721488254707e-02
3.036414429496335110e+00,1.199999999999999956e-01,9.924356721488254707e-02
2.454765663528533981e+00,0.000000000000000000e+00,2.424731578900766849e+00
2.454765663528533981e+00,1.199999999999999956e-01,2.424731578900766849e+00
3.908424433491612393e-01,0.000000000000000000e+00,3.594995704767032674e+00
3.908424433491612393e-01,1.199999999999999956e-01,3.594995704767032674e+00
2.790807767430001807e+00,0.000000000000000000e+00,7.314282686936881550e-01
2.790807767430001807e+00,1.199999999999999956e-01,7.314282686936881550e-01
9.672794261478227795e-02,0.000000000000000000e+00,1.247629487511355606e+00
9.672794261478227795e-02,1.199999999999999956e-01,1.247629487511355606e+00
8.595164074071275362e-01,0.000000000000000000e+00,1.065318003319080109e+00
8.595164074071275362e-01,1.199999999999999956e-01,1.065318003319080109e+00
2.951064765957778224e+00,0.000000000000000000e+00,1.725656054360088509e+00
2.951064765957778224e+00,1.199999999999999956e-01,1.725656054360088509e+00
3.706992163001979201e-01,0.000000000000000000e+00,2.473774998607408904e+00
3.706992163001979201e-01,1.199999999999999956e-01,2.473774998607408904e+00
3.824986960062181307e+00,0.000000000000000000e+00,2.412123155078970349e+00
3.824986960062181307e+00,1.199999999999999956e-01,2.412123155078970349e+00
1.015728568630307693e+00,0.000000000000000000e+00,1.294638354596090668e+00
1.015728568630307693e+00,1.199999999999999956e-01,1.294638354596090668e+00
1.992332610306531748e+00,0.000000000000000000e+00,1.864159453369524932e+00
1.992332610306531748e+00,1.199999999999999956e-01,1.864159453369524932e+00
2.289403204402744141e+00,0.000000000000000000e+00,2.198241430575147426e+00
2.289403204402744141e+00,1.199999999999999956e-01,2.198241430575147426e+00
2.981758900508070464e+00,0.000000000000000000e+00,1.425322503915786188e+00
2.981758900508070464e+00,1.199999999999999956e-01,1.425322503915786188e+00
0.000000000000000000e+00,3.043419282263773104e-02,1.446736333370137961e+00
4.120000000000000107e+00,3.043419282263773104e-02,1.446736333370137961e+00
0.000000000000000000e+00,6.665966443816412346e-02,3.078027274734743024e+00
4.120000000000000107e+00,6.665966443816412346e-02,3.078027274734743024e+00
0.000000000000000000e+00,1.648157329916792807e-03,1.407680320053059875e+00
4.120000000000000107e+00,1.648157329916792807e-03,1.407680320053059875e+00
0.000000000000000000e+00,4.281132430986684702e-03,1.268817467195891391e+00
4.120000000000000107e+00,4.281132430986684702e-03,1.268817467195891391e+00
0.000000000000000000e+00,1.137633906970779429e-01,2.611294488558510096e+00
4.120000000000000107e+00,1.137633906970779429e-01,2.611294488558510096e+00
0.000000000000000000e+00,4.418552968824569771e-02,2.762186911492233055e+00
4.120000000000000107e+00,4.418552968824569771e-02,2.762186911492233055e+00
0.000000000000000000e+00,1.184113355676677942e-01,2.514897231954515977e+00
4.120000000000000107e+00,1.184113355676677942e-01,2.514897231954515977e+00
0.000000000000000000e+00,1.525106458612950425e-02,3.599124365744923892e+00
4.120000000000000107e+00,1.525106458612950425e-02,3.599124365744923892e+00
0.000000000000000000e+00,2.267432010610540699e-02,3.074719804764970976e-01
4.120000000000000107e+00,2.267432010610540699e-02,3.074719804764970976e-01
0.000000000000000000e+00,1.183792746467119683e-01,1.079903009744306530e+00
4.120000000000000107e+00,1.183792746467119683e-01,1.079903009744306530e+00
0.000000000000000000e+00,2.852605784137970252e-02,2.601708428199376311e+00
4.120000000000000107e+00,2.852605784137970252e-02,2.601708428199376311e+00
0.000000000000000000e+00,5.267238890933056972e-02,1.171394066857438937e-01
4.120000000000000107e+00,5.267238890933056972e-02,1.171394066857438937e-01
0.000000000000000000e+00,7.153900766649549936e-02,1.960018949937819110e+00
4.120000000000000107e+00,7.153900766649549936e-02,1.960018949937819110e+00
0.000000000000000000e+00,4.299252454154443154e-02,9.591097687695975260e-01
4.120000000000000107e+00,4.299252454154443154e-02,9.591097687695975260e-01
0.000000000000000000e+00,2.722513407286442783e-02,9.254715044064739660e-01
4.120000000000000107e+00,2.722513407286442783e-02,9.254715044064739660e-01
0.000000000000000000e+00,1.067682316261255870e-01,2.902871632350065845e+00
4.120000000000000107e+00,1.067682316261255870e-01,2.902871632350065845e+00
0.000000000000000000e+00,2.872806461322461799e-02,4.754525653019577303e-01
4.120000000000000107e+00,2.872806461322461799e-02,4.754525653019577303e-01
0.000000000000000000e+00,1.099485134972076616e-01,6.349623547613878483e-01
4.120000000000000107e+00,1.099485134972076616e-01,6.349623547613878483e-01
0.000000000000000000e+00,8.395588967953075688e-02,3.045065394093696143e-01
4.120000000000000107e+00,8.395588967953075688e-02,3.045065394093696143e-01
0.000000000000000000e+00,4.107471791773911751e-02,2.267874088366354512e-01
4.120000000000000107e+00,4.107471791773911751e-02,2.267874088366354512e-01
0.000000000000000000e+00,4.645085927724808966e-02,2.950580315827476152e+00
4.120000000000000107e+00,4.645085927724808966e-02,2.950580315827476152e+00
0.000000000000000000e+00,8.589643036666562426e-02,5.252708995001179604e-01
4.120000000000000107e+00,8.589643036666562426e-02,5.252708995001179604e-01
0.000000000000000000e+00,7.240840391890385197e-02,1.758223306889261650e+00
4.120000000000000107e+00,7.240840391890385197e-02,1.758223306889261650e+00
0.000000000000000000e+00,1.180941854735066965e-01,2.710246013193483350e+00
4.120000000000000107e+00,1.180941854735066965e-01,2.710246013193483350e+00
0.000000000000000000e+00,2.625857837228742428e-02,2.050621099846189122e+00
4.120000000000000107e+00,2.625857837228742428e-02,2.050621099846189122e+00
0.000000000000000000e+00,2.381198439795176314e-02,1.480773654886798685e+00
4.120000000000000107e+00,2.381198439795176314e-02,1.480773654886798685e+00
0.000000000000000000e+00,3.648970171411701491e-02,8.818791398296950135e-01
4.120000000000000107e+00,3.648970171411701491e-02,8.818791398296950135e-01
0.000000000000000000e+00,7.506488753715494233e-02,2.472210037868681987e+00
4.120000000000000107e+00,7.506488753715494233e-02,2.472210037868681987e+00
0.000000000000000000e+00,7.761577629149161994e-02,2.387110695080138623e+00
4.120000000000000107e+00,7.761577629149161994e-02,2.387110695080138623e+00
0.000000000000000000e+00,7.825185481785057462e-02,4.254292487591498362e-01
4.120000000000000107e+00,7.825185481785057462e-02,4.254292487591498362e-01
0.000000000000000000e+00,6.761253650691913253e-02,3.110895225163194056e+00
4.120000000000000107e+00,6.761253650691913253e-02,3.110895225163194056e+00
0.000000000000000000e+00,1.849022966429350601e-02,3.670523089280876561e-01
4.120000000000000107e+00,1.849022966429350601e-02,3.670523089280876561e-01
0.000000000000000000e+00,1.061953551054147793e-01,4.215809948659552941e-01
4.120000000000000107e+00,1.061953551054147793e-01,4.215809948659552941e-01
0.000000000000000000e+00,1.177331492375285477e-01,1.578733057265789830e+00
4.120000000000000107e+00,1.177331492375285477e-01,1.578733057265789830e+00
0.000000000000000000e+00,9.380763105183662076e-02,2.870713852802987187e+00
4.120000000000000107e+00,9.380763105183662076e-02,2.870713852802987187e+00
0.000000000000000000e+00,1.182468385781275250e-01,8.425590995329252930e-01
4.120000000000000107e+00,1.182468385781275250e-01,8.425590995329252930e-01
0.000000000000000000e+00,9.946418415084031656e-03,5.657888434486900708e-01
4.120000000000000107e+00,9.946418415084031656e-03,5.657888434486900708e-01
0.000000000000000000e+00,4.597523073040748337e-02,1.210775498947136875e+00
4.120000000000000107e+00,4.597523073040748337e-02,1.210775498947136875e+00
0.000000000000000000e+00,1.075601754298410040e-01,2.107673396117702769e+00
4.120000000000000107e+00,1.075601754298410040e-01,2.107673396117702769e+00
0.000000000000000000e+00,8.160963484988066619e-02,1.734540460961172093e+00
4.120000000000000107e+00,8.160963484988066619e-02,1.734540460961172093e+00
0.000000000000000000e+00,5.529513074743448720e-02,3.455353256651040539e+00
4.120000000000000107e+00,5.529513074743448720e-02,3.455353256651040539e+00
0.000000000000000000e+00,4.781759981507031909e-03,2.438162016436925317e+00
4.120000000000000107e+00,4.781759981507031909e-03,2.438162016436925317e+00
0.000000000000000000e+00,1.165484023103350031e-01,2.734472427098583847e+00
4.120000000000000107e+00,1.165484023103350031e-01,2.734472427098583847e+00
0.000000000000000000e+00,7.013544278844088820e-02,2.184591733707353711e+00
4.120000000000000107e+00,7.013544278844088820e-02,2.184591733707353711e+00
0.000000000000000000e+00,8.051786688344080012e-02,1.625949715395748729e+00
4.120000000000000107e+00,8.051786688344080012e-02,1.625949715395748729e+00
0.000000000000000000e+00,6.514559640581814304e-02,1.672892581361594688e+00
4.120000000000000107e+00,6.514559640581814304e-02,1.672892581361594688e+00
0.000000000000000000e+00,9.521223085534311070e-02,1.799027069061115425e+00
4.120000000000000107e+00,9.521223085534311070e-02,1.799027069061115425e+00
0.000000000000000000e+00,1.372343266185667779e-02,7.204209163371974589e-02
4.120000000000000107e+00,1.372343266185667779e-02,7.204209163371974589e-02
0.000000000000000000e+00,4.074299490919378042e-02,3.002733059799207016e+00
4.120000000000000107e+00,4.074299490919378042e-02,3.002733059799207016e+00
0.000000000000000000e+00,7.014634491970500596e-02,2.365412645329220798e+00
4.120000000000000107e+00,7.014634491970500596e-02,2.365412645329220798e+00
3.422992131556925610e-01,9.079197220490657638e-02,0.000000000000000000e+00
3.422992131556925610e-01,9.079197220490657638e-02,3.600000000000000089e+00
1.075515124521293941e+00,5.599214891823831725e-02,0.000000000000000000e+00
1.075515124521293941e+00,5.599214891823831725e-02,3.600000000000000089e+00
6.049259077831814491e-01,4.810583400374811303e-02,0.000000000000000000e+00
6.049259077831814491e-01,4.810583400374811303e-02,3.600000000000000089e+00
8.434082880832030060e-01,6.334073288639964494e-02,0.000000000000000000e+00
8.434082880832030060e-01,6.334073288639964494e-02,3.600000000000000089e+00
3.986811562132696718e+00,6.532709805351515076e-02,0.000000000000000000e+00
3.986811562132696718e+00,6.532709805351515076e-02,3.600000000000000089e+00
7.054213162548487182e-01,5.605106748323125665e-02,0.000000000000000000e+00
7.054213162548487182e-01,5.605106748323125665e-02,3.600000000000000089e+00
4.570264785663567531e-01,1.146170167531779206e-03,0.000000000000000000e+00
4.570264785663567531e-01,1.146170167531779206e-03,3.600000000000000089e+00
1.072665630221212529e+00,2.771962752120860378e-04,0.000000000000000000e+00
1.072665630221212529e+00,2.771962752120860378e-04,3.600000000000000089e+00
4.552685356070919620e-01,1.777672874312812359e-02,0.000000000000000000e+00
4.552685356070919620e-01,1.777672874312812359e-02,3.600000000000000089e+00
2.125738713962793902e+00,8.780911839137868491e-02,0.000000000000000000e+00
2.125738713962793902e+00,8.780911839137868491e-02,3.600000000000000089e+00
3.662720729098819739e+00,2.756018583017048103e-03,0.000000000000000000e+00
3.662720729098819739e+00,2.756018583017048103e-03,3.600000000000000089e+00
1.493647952865892137e+00,1.003191139168264912e-01,0.000000000000000000e+00
1.493647952865892137e+00,1.003191139168264912e-01,3.600000000000000089e+00
3.171792599365947485e+00,5.953347625020485173e-02,0.000000000000000000e+00
3.171792599365947485e+00,5.953347625020485173e-02,3.600000000000000089e+00
3.146037869446707269e+00,8.013936148376520074e-02,0.000000000000000000e+00
3.146037869446707269e+00,8.013936148376520074e-02,3.600000000000000089e+00
8.716883473335612642e-01,4.782527247021035530e-03,0.000000000000000000e+00
8.716883473335612642e-01,4.782527247021035530e-03,3.600000000000000089e+00
3.898479923893686028e+00,4.209654290433272744e-02,0.000000000000000000e+00
3.898479923893686028e+00,4.209654290433272744e-02,3.600000000000000089e+00
5.115833167921671754e-01,1.188854883696708296e-02,0.000000000000000000e+00
5.115833167921671754e-01,1.188854883696708296e-02,3.600000000000000089e+00
3.076736423762913564e+00,2.451117258209093569e-02,0.000000000000000000e+00
3.076736423762913564e+00,2.451117258209093569e-02,3.600000000000000089e+00
3.998303127970228021e-01,6.655285973591226756e-02,0.000000000000000000e+00
3.998303127970228021e-01,6.655285973591226756e-02,3.600000000000000089e+00
5.789229633153036847e-01,1.045447877358240685e-01,0.000000000000000000e+00
5.789229633153036847e-01,1.045447877358240685e-01,3.600000000000000089e+00
3.410769156288516513e+00,3.350600781498439679e-02,0.000000000000000000e+00
3.410769156288516513e+00,3.350600781498439679e-02,3.600000000000000089e+00
1.750582490328330909e+00,3.812076031088591083e-02,0.000000000000000000e+00
1.750582490328330909e+00,3.812076031088591083e-02,3.600000000000000089e+00
1.854769362431071267e+00,1.196695392146759351e-01,0.000000000000000000e+00
1.854769362431071267e+00,1.196695392146759351e-01,3.600000000000000089e+00
3.730156246129963549e+00,1.121550542132458139e-01,0.000000000000000000e+00
3.730156246129963549e+00,1.121550542132458139e-01,3.600000000000000089e+00
5.211001616753443422e-01,2.771359486765774191e-02,0.000000000000000000e+00
5.211001616753443422e-01,2.771359486765774191e-02,3.600000000000000089e+00
3.504193009384092283e-01,7.554213462895997822e-02,0.000000000000000000e+00
3.504193009384092283e-01,7.554213462895997822e-02,3.600000000000000089e+00
1.363327224343090505e+00,3.022098189198494864e-02,0.000000000000000000e+00
1.363327224343090505e+00,3.022098189198494864e-02,3.600000000000000089e+00
6.764055216406756887e-01,3.488732881945914160e-02,0.000000000000000000e+00
6.764055216406756887e-01,3.488732881945914160e-02,3.600000000000000089e+00
8.314426266505587915e-01,3.957421474468043182e-02,0.000000000000000000e+00
8.314426266505587915e-01,3.957421474468043182e-02,3.600000000000000089e+00
9.287641910620286767e-01,1.024656000646749776e-01,0.000000000000000000e+00
9.287641910620286767e-01,1.024656000646749776e-01,3.600000000000000089e+00
2.863686686859627351e+00,5.407743447809454373e-02,0.000000000000000000e+00
2.863686686859627351e+00,5.407743447809454373e-02,3.600000000000000089e+00
1.761052297597172744e+00,1.161969431476942705e-01,0.000000000000000000e+00
1.761052297597172744e+00,1.161969431476942705e-01,3.600000000000000089e+00
2.747006111786515881e+00,4.820419115614599237e-02,0.000000000000000000e+00
2.747006111786515881e+00,4.820419115614599237e-02,3.600000000000000089e+00
5.190565628127604691e-01,1.123907577857233137e-01,0.000000000000000000e+00
5.190565628127604691e-01,1.123907577857233137e-01,3.600000000000000089e+00
2.526613922309272287e+00,4.040260745846362134e-02,0.000000000000000000e+00
2.526613922309272287e+00,4.040260745846362134e-02,3.600000000000000089e+00
1.078678840839657482e+00,4.867491579833951865e-02,0.000000000000000000e+00
1.078678840839657482e+00,4.867491579833951865e-02,3.600000000000000089e+00
2.080163733967024697e+00,8.188270270816157270e-02,0.000000000000000000e+00
2.080163733967024697e+00,8.188270270816157270e-02,3.600000000000000089e+00
1.205747395008468281e+00,1.044003230344383304e-01,0.000000000000000000e+00
1.205747395008468281e+00,1.044003230344383304e-01,3.600000000000000089e+00
1.130802640259972014e+00,2.633889469525342239e-02,0.000000000000000000e+00
1.130802640259972014e+00,2.633889469525342239e-02,3.600000000000000089e+00
4.107856404888091895e+00,1.050087282857733173e-01,0.000000000000000000e+00
4.107856404888091895e+00,1.050087282857733173e-01,3.600000000000000089e+00
2.940953792924430044e+00,1.168426817912030305e-02,0.000000000000000000e+00
2.940953792924430044e+00,1.168426817912030305e-02,3.600000000000000089e+00
1.245729118599127272e+00,4.463636945033860881e-02,0.000000000000000000e+00
1.245729118599127272e+00,4.463636945033860881e-02,3.600000000000000089e+00
1.587235913859537037e-02,1.134004430884680836e-01,0.000000000000000000e+00
1.587235913859537037e-02,1.134004430884680836e-01,3.600000000000000089e+00
3.566244250539925553e-01,4.986642448771923947e-02,0.000000000000000000e+00
3.566244250539925553e-01,4.986642448771923947e-02,3.600000000000000089e+00
